LAMMPS data file
976 atoms
1 atom types

0.000000 89.250000 xlo xhi
0.000000 89.250000 ylo yhi
0.000000 178.500000 zlo zhi

Masses

1 12.0107  # CA (Carbon Atom)

Atoms # atomic

1 1 47.333181 44.625000 14.954547
2 1 46.970353 45.979090 14.954547
3 1 46.539973 46.539973 16.182571
4 1 45.325929 47.240901 16.182571
5 1 44.625000 47.333181 14.954547
6 1 43.270910 46.970353 14.954547
7 1 42.710027 46.539973 16.182571
8 1 42.009099 45.325929 16.182571
9 1 41.916819 44.625000 14.954547
10 1 42.279647 43.270910 14.954547
11 1 42.710027 42.710027 16.182571
12 1 43.924071 42.009099 16.182571
13 1 44.625000 41.916819 14.954547
14 1 45.979090 42.279647 14.954547
15 1 46.539973 42.710027 16.182571
16 1 47.240901 43.924071 16.182571
17 1 47.333181 44.625000 17.410595
18 1 46.970353 45.979090 17.410595
19 1 46.539973 46.539973 18.638619
20 1 45.325929 47.240901 18.638619
21 1 44.625000 47.333181 17.410595
22 1 43.270910 46.970353 17.410595
23 1 42.710027 46.539973 18.638619
24 1 42.009099 45.325929 18.638619
25 1 41.916819 44.625000 17.410595
26 1 42.279647 43.270910 17.410595
27 1 42.710027 42.710027 18.638619
28 1 43.924071 42.009099 18.638619
29 1 44.625000 41.916819 17.410595
30 1 45.979090 42.279647 17.410595
31 1 46.539973 42.710027 18.638619
32 1 47.240901 43.924071 18.638619
33 1 47.333181 44.625000 19.866643
34 1 46.970353 45.979090 19.866643
35 1 46.539973 46.539973 21.094667
36 1 45.325929 47.240901 21.094667
37 1 44.625000 47.333181 19.866643
38 1 43.270910 46.970353 19.866643
39 1 42.710027 46.539973 21.094667
40 1 42.009099 45.325929 21.094667
41 1 41.916819 44.625000 19.866643
42 1 42.279647 43.270910 19.866643
43 1 42.710027 42.710027 21.094667
44 1 43.924071 42.009099 21.094667
45 1 44.625000 41.916819 19.866643
46 1 45.979090 42.279647 19.866643
47 1 46.539973 42.710027 21.094667
48 1 47.240901 43.924071 21.094667
49 1 47.333181 44.625000 22.322691
50 1 46.970353 45.979090 22.322691
51 1 46.539973 46.539973 23.550715
52 1 45.325929 47.240901 23.550715
53 1 44.625000 47.333181 22.322691
54 1 43.270910 46.970353 22.322691
55 1 42.710027 46.539973 23.550715
56 1 42.009099 45.325929 23.550715
57 1 41.916819 44.625000 22.322691
58 1 42.279647 43.270910 22.322691
59 1 42.710027 42.710027 23.550715
